2_kumas_holiday_feeling.png	働いてないので毎日お休み気分
2_kumas_i_need_sleep.png	眠いんだけど眠れない、加齢のため
2_kumas_月に叢雲、花に風.png	好事魔多し的なこと、<ruby>叢雲<rp>（</rp><rt>ムラクモ</rt><rp>）</rp></ruby>
3_kumas_dont_repeat_yourself.png	A principle of software development
3_kumas_うまい.png	上手もしくはおいしい
3_kumas_おいしい.png	なんでもおいしく食べたい
3_kumas_サラーム.png	サラーム は平和を意味します。私たちも平和を強く望んでいます。私たちも参加すれば必ずできると思っています。
IMG_4334_LETS庚申待.png	庚申待は、庚申の日の夜、寝てる間にお腹の虫が神様のところに行って自分の悪事を報告するので、それを防ぐために一晩中起きてる行事
IMG_4335_Petit_a_petit.png	フランス語で「少しずつ」や「着実に」といった意味
IMG_4336_食べ過ぎないこと.png	私をコントロール、きっと悟りに近づける
IMG_4336_忘れてた.png	みんな忘れちゃおーっと
IMG_4337_think_positive.png	Jacques Attaliがよく述べている、**私**が参加すれば**きっとうまくいく**
IMG_4337_教えを賜りたく存じます.png	わかんないことはStrawberry AIに教えてもらいたい
IMG_4337_大盛.png	たくさん食べて元気になりたーい１
IMG_4338_忽せにできない.png	ものごとをいい加減にできない
IMG_4339_おかわり.png	たくさん食べて元気になりたーい２
IMG_4341_cest_mignon.png	フランス語でかわいい、もしくは町田にあるカフェの名前
IMG_4341_あとでもいいよね.png	今しなくていいことは今しない、今日しなければならない仕事も明日にしちゃえ
IMG_4341_もう食べられない.png	食べ過ぎないように気を付ける
IMG_4343_cad.png	Computer Aided Designもしくはキャラメル・アーモンド・ドーナツ
IMG_4343_hrt.png	プログラマの人に対する姿勢 謙虚 (Humility) 尊敬 (Respect) 信頼 (Trust)。そうありたい
IMG_4345_ふあんタスティック.png	不安になったときはふあんタスティックと言ってみようみたいなことを、敬愛するみうらじゅん氏が述べていました
IMG_4347_うしろメタファー.png	桃色本を買うようなときにはうしろメタファーがあったといったことを、みうらじゅん氏が述べていました
IMG_4348_はて？.png	はて？　虎に翼
IMG_4348_まだまにあう.png	温暖化のPoint of no returnのことを思っています
IMG_4349_ないものはない.png	ないことを証明するのは難しいことが多いけど、証明なしでも言い切っちゃう強さを持ちたいな
IMG_4349_蓋然性.png	蓋然性と可能性を使い分けるできた人アピール
messages_ございます.png	（他のスタンプと組み合わせて使う予定）
peach_corn.png	桃も玉蜀黍も大好きです
PXL_20240628_095956204_うまいですね.png	返事に困ったときはうまいですね！と言えばいいとナイツが言ってました
PXL_20240628_095956204_時間調整.png	時間調整と称して休憩すれば適度に休めるという教訓
PXL_20240628_100008457_Chibbiri-Bobbidi-Boo.png	敬愛するみうらじゅん氏がおいるショックとともにトイレも油断できない的なことを述べていました
PXL_20240628_100008457_sante.png	フランス語であなたの健康に**乾杯**
PXL_20240628_100021899_風雲急を告げている.png	最近はトイレが近いから
PXL_20240628_100057584_ミュート.png	Mute（消音）にしてましたといった使い方を想定しておりましたが、黙れ!といった感じにもなりそなので困りました
PXL_20240628_100118865_MyPleasure.png	なんでもMy Pleasureと思って過ごしています
PXL_20240628_100118865_youAreWelcome.png	いつも熱烈歓迎って言われたいな、もしくは熱烈歓迎って言いたいな
PXL_20240628_100118865_おみやげありがとう.png	お土産うれしいです
PXL_20240628_100118865_ナイスちょっと.png	ちょっとはナイスということです
PXL_20240714_020626607_sil_vous_plait.png	**シルブプレ** フランス語のPlease的な言いまわしでお願いしにくいこも何とかしたい
