3_kumas_Crème_de_la_crème.png	とびきりの最上のもの　`村上春樹 一人称単数`のP.42
3_kumas_逍遥.png	<ruby>逍遥<rp>（</rp><rt>しょうよう</rt><rp>）</rp></ruby>はあちこちをぶらぶら歩くこと。散歩。英語だとramble
IMG_4334_OK.png	OK
IMG_4334_仕り候.png	<ruby>仕り候<rp>（</rp><rt>つかまつりそうろう</rt><rp>）</rp></ruby>＝承知いたしました的なこと
IMG_4336_rogrer.png	拝承と承知しましたではやる気が伝わらないと思ったら**ラジャー**と言ってめんどくさいなぁと思われる
IMG_4337_come_on.png	Come on!
IMG_4337_サンキュー.png	サンキュー
IMG_4338_hungry.png	HUNGRY
IMG_4338_no_way.png	No Way アントニオ猪木は言わないと信じています
IMG_4339_FANTASTIC.png	敬愛するみうらじゅん氏がふあんタスティックと述べておられた、**FANTASTIC**
IMG_4339_暑熱回避.png	暑熱に順化できるレベルではなくなったから、new normal下で使うことにした
IMG_4340_all_right.png	All right
IMG_4340_奥方.png	妻の新しい呼び方の提案
IMG_4341_韜晦.png	自分の才能・地位などを隠し、くらますこと。また、姿を隠すこと。行くえをくらますこと。
IMG_4342_brilliant.png	brilliantは使わないからこれから使えるようになりたい
IMG_4342_ひねもすのたり.png	「朝から晩まで」という意味の“ひねもす”、「のどかにゆったり」という意味の“のたり”の複合語。平塚にある薬局の名前
IMG_4342_腹が立ったら自分にあたれ.png	`「ひとつ、村上さんでやってみるか」と世間の人々が村上春樹にとりあえずぶっつける490の質問に果たして村上さんはちゃんと答えられるのか?`のP.31
IMG_4343_パラダイムシフト.png	パラダイムシフトは意味自体が変わること、沢山あることが良いこととされる価値観は転換したい
IMG_4343_自分転換.png	気分も自分も転換すればいい
IMG_4345_初老.png	初老だからしょうがないんですよね
IMG_4347_オイルショック.png	敬愛するみうらじゅん氏が赤いちゃんちゃんこを着て`おいるショック`とのたまっていました
IMG_4347_めがねがない.png	めがねがないと思って頭にある時の衝撃を思え！
IMG_4348_adios.png	アディオス アスタ ルエゴ（Adiós, hasta luego）、`太陽の子エステバン`のエンディングで言っていたよ（たぶん）
IMG_4349_遺憾.png	くそXXX（例えば、IT業界では最低なプログラムのことをかつては「くそコード」と呼んだ）ではコンプライアンス違反になりかねないから、政治家風にイカンを使う
IMG_4349_絶好調.png	絶好調でなくてもいいかなぁ
IMG_4349_大団円.png	演劇やドラマなどの最後の場面ですべてがめでたく収まる結末のこと
messages_かな.png	（他のスタンプと一緒に使うかな）
messages_かも.png	（他のスタンプと一緒に使うかも）
messages_です.png	（他のスタンプと一緒に使う予定です）
messages_奉りそろう.png	<ruby>奉り候<rp>（</rp><rt>たてまつりそうろう</rt><rp>）</rp></ruby>＝申し上げます的なこと
PXL_20231208_095949460_good.png	タイ焼き GOOD
PXL_20240623_052110621_LOVE.png	クリームソーダ LOVE
PXL_20240623_052110621_sober_curious.png	支配的な飲酒文化にただ従うのではなくアルコールとの関係を問い直したりすること
PXL_20240628_095956204_nice.png	クマ NICE
PXL_20240628_100008457_宜なる.png	もっともであるなあ。その通りであるなあ。`京極夏彦 鵺の碑` P.608
PXL_20240628_100021899_おねがーい.png	おねがーい
PXL_20240628_100057584_really.png	二択で提示されたら即リアリー？と答えたい
PXL_20240628_100057584_文句ばっか.png	tons of naggingのNAGは文句やブーブーいうこと、英語
PXL_20240628_100118865_how_can_i_say_no.png	英国ではYesというかわりに使う（かもしれない）
PXL_20240628_100118865_yeah3.png	Yeah!
