01_2_kumas_ノーフリーランチ.png	経済学において何かを得るためには必ず他の何かを犠牲にしなければならないことを意味する
02_2_kumas_ミディアム寄り.png	ミディアムよりのレアってまだ赤いのかな？
03_2_kumas_レア寄り.png	レア寄りのミディアムだと血が滴るかな
04_3_kumas_ハンマーしか持っていないとすべてのものが釘に見える.png	アブラハム・マズロー曰く「ハンマーしか持っていないと、すべてのものが釘に見える」
05_IMG_4338_とほほ.png	トホホ
06_IMG_4338_天を仰ぎ地に伏して感謝.png	最大の感謝
07_IMG_4338_心当たりしかない.png	最近電気の消し忘れが多くなった
08_IMG_4338_恐れ入ります.png	恐れ入ることも多くなった
09_IMG_4349_WakeUpAndLiveNow.png	昔パルコかセゾンカードのCMで流れていたかも
10_IMG_4349_なんとかなる.png	なんとかしたい
11_IMG_4344_楽し_おめでとう.png	おめでとうって沢山言いたい
12_IMG_4344_楽し_たのしかった.png	楽しかったって沢山いいたい
13_IMG_4344_楽し_たのしそう.png	楽しそうって沢山言われたい
14_IMG_4344_楽し_ポジティブ寄りの着地点.png	ただの落としどころではなくポジティブ寄りにしたい
15_IMG_4344_楽し_助かる.png	遠慮なく助けられたい
16_IMG_4344_楽し_賛成.png	だいたい賛成したい
17_IMG_4348_whereIsTheLove.png	かの地でもどこかにあるはずだ
18_IMG_4348_ほほう.png	ほほう
19_IMG_4348_slowdown.png	ゆっくりお願いしたい
20_IMG_4348_wonderful.png	wonderful
21_IMG_4348_蒙を啓かれた.png	もうをひらかれた 教え諭されることで知識をもった状態へ導かれること
22_messages_ひるめし.png	サラメシで紹介するのはヒルメシだ
23_IMG_4337_ありがとう.png	ありがとうと沢山言いたい
24_IMG_4337_なるほど.png	I see. You are right.
25_PXL_20240628_095956204_aber_naturlich.png	「もちろん」に "natürlich"を使う、"aber" は 強調
26_PXL_20240628_095956204_ハッスル.png	ハッスル（hustle）は、英語で「ごり押しする」「乱暴に押しのけて進む」などの意味だけど
27_PXL_20240628_095956204_君子危うきに近寄らず.png	出典は不明で、漢籍には「君子危うきに近寄らず」という言葉は見当たらないようである
28_PXL_20240628_095956204_痔主.png	じぬしです
29_PXL_20240628_100008457_美味しかった.png	おいしいものは少しだけ食べたい
30_PXL_20240628_100008457_美味そう.png	美味しそうなものも少しだけ十分だ
31_PXL_20240628_100021899_拝察いたします.png	はいさつは相手の事情や心中を思いやること
32_PXL_20240628_100118865_borracho_como_una_cuba.png	スペイン語、ロンググッドバイ（長いお別れ） に登場するセリフ
33_PXL_20240628_100118865_スクワット1分.png	毎日スクワットを1分
34_PXL_20240628_100118865_マンスプレイニング警戒中.png	マンスプレイニングは「知識をひけらかし、女性に無知な聞き役を求める行為」気を付ける・改める
35_PXL_20240628_100118865_痛み入る.png	痛み入ること多いなぁ
36_PXL_20240714_020626607_x_大丈夫.png	大丈夫、大丈夫
37_PXL_20240714_020626607_x_安心した.png	心やすらかでありたい
38_PXL_20240714_020626607_x_心配ない.png	心配しすぎないように努力しております
39_taiyaki_3700x3200_金言在心.png	日美の書初めでヒコロヒーが書いていた、いたく感心しました
40_taiyaki_3700x3200_雅味.png	「上品で味わい深い様子」「風流で趣 (おもむき)のある様子」食べ物のことだけじゃないですね 
