01_IMG_4336丸_good.png	 good, good, good 
02_IMG_4336丸_greate.png	 great, great, great 
03_IMG_4336丸_excellent.png	 ウェインズワールド的なことだ 
04_IMG_4336丸_perfect.png	 Fairground Attraction的なことだ 
05_PXL_20240628_100118865_pink丸_marvelous.png	 marvelous 
06_PXL_20240628_100118865_pink丸_super.png	 super 
07_PXL_20240628_100118865_pink丸_gorgeous.png	 gorgeous 
08_PXL_20240628_100118865_pink丸_lovely.png	 lovely 
09_PXL_20240628_100118865_pink丸_superb.png	 superb 
10_PXL_20240628_100118865_pink丸_spectacular.png	 spectacular 
11_PXL_20240628_100118865_pink丸_fabulous.png	 fabulous 
12_IMG_4348_amazing.png	 amazing 
13_IMG_4348_impressive.png	 ニュースでアメリカの野球選手の調子がインプレッシブだって広報担当が言ってた 
14_IMG_4348_incredible.png	 incredible 
15_IMG_4348_magnificent.png	 magnificent 
16_IMG_4344_楽し_terrific.png	 terrific 
17_IMG_4344_楽し_splendid.png	 splendid 
18_IMG_4344_楽し_outstanding.png	 outstanding 
19_IMG_4344_楽し_exceptional.png	 exceptional 
20_IMG_4345_so_far_so_good.png	 とりあえずいい感じでもこの後はどうなるかわかんないな 
21_IMG_4345_Not_bad.png	 Not bad 
22_IMG_4345_Romantic.png	 ロマンティック 
23_IMG_4345_so_smart.png	 so smart 
24_IMG_4337_Renaissance.png	 ルネッサーンス 水飲むときにも声に出してみると気分がいい 
25_IMG_4337_ブラボー.png	 ブラボー (bravo bravi brava brave) 
26_IMG_4337_否やはない.png	 同意する、異議なし 
27_IMG_4337_太平に入る.png	 吾輩は猫である の最後のところにも出てくる 
28_IMG_4337_前向きスパイラル.png	 前向きスパイラル？ 
29_MESSAGE_だね.png	 同意の意味**だね** 
30_IMG_4340_善哉.png	サンスクリット語のsadhuが語源かもしれないと説明があった、サドゥーっていうのはガンジス川でよく会える人達のことか
31_IMG_4340_邯鄲の枕.png	 栄枯盛衰のはかないことのたとえ 
32_IMG_4340_今地球にいる.png	 今地球にいるし、今後もいる予定 
33_IMG_4340_随縁放曠.png	 気の向くまま自由に振舞うこと、常にそうありたいな 
34_IMG_4340_御褒美.png	 ごほうび欲しいな 
35_IMG_4340_うふふ.png	 困ったらうふふと言ってその場をのりきれ！ 
36_PXL_20240628_100008457_しびれるね.png	 ラグビー観戦中によく言ってしまう 
37_PXL_20240628_100008457_他にもあるよ.png	 二択とか選択問題に対して常に他にあるはずという姿勢でのぞみたい 、二択を提示されたら警戒するぞ
38_PXL_20240628_100008457_カンゲキ.png	成長して感激すること多くなった 
39_PXL_20240628_100008457_awesome.png	とっさにオーサムって言えるようになってみたい
40_PXL_20240628_100008457_okay.png	意識してオッケーって言える
